release_time,t,x,y,z,u,v,w,density,radius,dilution
1970-01-01,0,0,0,100,1.01859,0,0,1000,0.25,1
1970-01-01,5,2.67114,0,100,0.362106,0,0,1000,0.704095,2.81979
1970-01-01,10,4.20059,0,100,0.264651,0,0,1000,0.964101,3.864
1970-01-01,15,5.39823,0,100,0.218734,0,0,1000,1.1677,4.68487
1970-01-01,20,6.41637,0,100,0.190506,0,0,1000,1.34078,5.37954
1970-01-01,25,7.31774,0,100,0.171126,0,0,1000,1.49402,5.99992
1970-01-01,30,8.13534,0,100,0.156561,0,0,1000,1.63301,6.55811
